,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,0.46439534425735474,0.725374162197113,-0.6109874248504639,0.9989282488822937,0.4950394034385681,0.6384899616241455,-0.6180611848831177,0.9967730641365051,0.5124810934066772,0.6311806440353394,-0.6176652312278748,0.9972118735313416,0.529914140701294,0.6240267753601074,-0.6177447438240051,0.9969391822814941,0.4374777674674988,0.6501979827880859,-0.6024481654167175,0.9973620772361755,0.41941148042678833,0.6490631103515625,-0.6015225648880005,0.9973439574241638,0.40327149629592896,0.6466883420944214,-0.601684033870697,0.9972410202026367,0.5721190571784973,0.6018269062042236,-0.43348366022109985,0.9973194003105164,0.3897424340248108,0.619746208190918,-0.3448065519332886,0.9982430934906006,0.5004873275756836,0.7985252141952515,-0.5199755430221558,0.9986684322357178,0.43784135580062866,0.8128589391708374,-0.4945060610771179,0.9988903403282166
1,0.46512991189956665,0.730603814125061,-0.7819174528121948,0.9990172982215881,0.49536222219467163,0.6437056064605713,-0.7870398759841919,0.9970430135726929,0.5133826732635498,0.6373887062072754,-0.7868977785110474,0.9974431395530701,0.5300665497779846,0.6307627558708191,-0.7871206998825073,0.9971901774406433,0.4375445246696472,0.650675356388092,-0.7692488431930542,0.9975749850273132,0.4197121560573578,0.6490334868431091,-0.7681275606155396,0.9975547790527344,0.4040617048740387,0.6454628705978394,-0.7681023478507996,0.9974550008773804,0.5689325332641602,0.6034883260726929,-0.5417999029159546,0.9975443482398987,0.39054223895072937,0.612489640712738,-0.43121880292892456,0.9983772039413452,0.5008721351623535,0.799094557762146,-0.664964497089386,0.9987813830375671,0.4378456473350525,0.8115051984786987,-0.6339042782783508,0.9989801645278931
2,0.46628379821777344,0.7322586178779602,-0.7327114343643188,0.9991004467010498,0.49605026841163635,0.6450970768928528,-0.7368990182876587,0.9972954988479614,0.5144575834274292,0.639098048210144,-0.7367385625839233,0.9976571202278137,0.5303926467895508,0.6326474547386169,-0.7369465827941895,0.9974263310432434,0.4377613663673401,0.6506777405738831,-0.719102144241333,0.9977771639823914,0.4201034903526306,0.6486130356788635,-0.7179880738258362,0.9977526664733887,0.4048830568790436,0.6437302827835083,-0.7179812788963318,0.9976608157157898,0.5671288967132568,0.6040029525756836,-0.5084435343742371,0.9977505803108215,0.3910388648509979,0.608447790145874,-0.4147508144378662,0.9985032081604004,0.5015062093734741,0.7992200255393982,-0.6219782829284668,0.9988856911659241,0.4379898011684418,0.8102011680603027,-0.5914996266365051,0.9990636706352234
3,0.46755290031433105,0.732374906539917,-0.7517387270927429,0.9991743564605713,0.49694108963012695,0.6451289057731628,-0.7545304894447327,0.9975215792655945,0.5155460834503174,0.6391683220863342,-0.754392147064209,0.9978504180908203,0.5308912396430969,0.6327413320541382,-0.7545951008796692,0.997636079788208,0.43817099928855896,0.6502382755279541,-0.7387877702713013,0.9979594349861145,0.4205884039402008,0.6472896337509155,-0.7376869916915894,0.9979355931282043,0.4057011604309082,0.6411137580871582,-0.7376511693000793,0.9978485703468323,0.5663391351699829,0.6040381789207458,-0.5159620046615601,0.997936487197876,0.39133891463279724,0.6049878597259521,-0.41859960556030273,0.9986209869384766,0.5023355484008789,0.7990692853927612,-0.6387163400650024,0.9989787340164185,0.4383416175842285,0.8084077835083008,-0.6104534268379211,0.9991399049758911
4,0.4683777391910553,0.732431948184967,-0.7294637560844421,0.99924236536026,0.4975246787071228,0.6451242566108704,-0.7322825789451599,0.9977279901504517,0.5162215828895569,0.6392027139663696,-0.732090950012207,0.9980279803276062,0.5311998128890991,0.6328140497207642,-0.7322708368301392,0.9978287816047668,0.43845242261886597,0.6497082710266113,-0.7170360088348389,0.998125433921814,0.42090725898742676,0.6459564566612244,-0.7159504294395447,0.9981030821800232,0.40620875358581543,0.6388024687767029,-0.7159357070922852,0.9980207681655884,0.5656755566596985,0.6040745377540588,-0.5030759572982788,0.998107373714447,0.39155226945877075,0.6024503707885742,-0.406377375125885,0.9987292885780334,0.5028995275497437,0.7989574074745178,-0.6198834776878357,0.9990626573562622,0.43857598304748535,0.8069940209388733,-0.5926471948623657,0.9992088675498962
5,0.46904152631759644,0.7325951457023621,-0.7245797514915466,0.9993038773536682,0.4981203079223633,0.6451568007469177,-0.7223790287971497,0.9979134798049927,0.5168412923812866,0.639298677444458,-0.7223192453384399,0.9981855750083923,0.5315142273902893,0.6329757571220398,-0.7225243449211121,0.9980019330978394,0.43876928091049194,0.649459183216095,-0.705697774887085,0.9982758164405823,0.4211808145046234,0.6452251672744751,-0.7045016288757324,0.9982526302337646,0.40657657384872437,0.637502908706665,-0.7043648362159729,0.9981768131256104,0.5652980208396912,0.6041602492332458,-0.47914591431617737,0.998258113861084,0.3917291760444641,0.6009128093719482,-0.3740050196647644,0.9988250136375427,0.5032814145088196,0.7989230751991272,-0.6079005002975464,0.999138355255127,0.43870145082473755,0.8063115477561951,-0.5776978135108948,0.9992708563804626
6,0.46957454085350037,0.7326565980911255,-0.7133694291114807,0.9993600249290466,0.49848857522010803,0.645193874835968,-0.7134934663772583,0.9980823397636414,0.5172218680381775,0.6393830180168152,-0.7133618593215942,0.9983323812484741,0.5316972732543945,0.6330657601356506,-0.7135486006736755,0.9981610178947449,0.4390485882759094,0.649242639541626,-0.6972477436065674,0.9984119534492493,0.4214419424533844,0.6446343064308167,-0.6961128115653992,0.9983906745910645,0.4069598317146301,0.6365413665771484,-0.6960425972938538,0.9983173608779907,0.5649272799491882,0.6041761636734009,-0.47656765580177307,0.9983986616134644,0.3919834792613983,0.5998729467391968,-0.37349456548690796,0.9989145398139954,0.5036025643348694,0.7987954020500183,-0.6013826727867126,0.999207615852356,0.4388353228569031,0.8055147528648376,-0.5722945928573608,0.9993277788162231
7,0.4701107442378998,0.7329703569412231,-0.7190542221069336,0.9994061589241028,0.4988749623298645,0.6455608606338501,-0.7206102013587952,0.9982243776321411,0.5175949335098267,0.6398348808288574,-0.7204705476760864,0.9984533190727234,0.5318902134895325,0.6334891319274902,-0.7206518650054932,0.9982929229736328,0.4393380284309387,0.6492411494255066,-0.7046309113502502,0.9985255599021912,0.42168641090393066,0.6445825695991516,-0.7035137414932251,0.9985035061836243,0.4072781503200531,0.6364009380340576,-0.7034618258476257,0.9984332323074341,0.5647276043891907,0.604293167591095,-0.48243895173072815,0.9985154867172241,0.3921443521976471,0.5997464656829834,-0.3800322413444519,0.9989862442016602,0.503928542137146,0.7987954020500183,-0.6070991158485413,0.9992663860321045,0.4390091300010681,0.8052934408187866,-0.5784703493118286,0.9993752837181091
8,0.47039517760276794,0.7331337928771973,-0.7358342409133911,0.9994493126869202,0.4990580677986145,0.6457285284996033,-0.7378755807876587,0.998356819152832,0.5177937746047974,0.6400297284126282,-0.7377653121948242,0.9985677599906921,0.5319827198982239,0.6336721181869507,-0.7379908561706543,0.9984171986579895,0.4395067095756531,0.6492343544960022,-0.721136748790741,0.9986311197280884,0.4218660295009613,0.6445142030715942,-0.72002774477005,0.9986095428466797,0.40754351019859314,0.6362720131874084,-0.7200013995170593,0.9985411167144775,0.564589262008667,0.6043103337287903,-0.4950123727321625,0.9986274838447571,0.3922789692878723,0.5995977520942688,-0.38964682817459106,0.9990556836128235,0.5041598081588745,0.7987790703773499,-0.6219332218170166,0.9993234276771545,0.4390917420387268,0.8050256371498108,-0.5924518704414368,0.9994217753410339
9,0.47055667638778687,0.7332422137260437,-0.7317464351654053,0.9994892477989197,0.4991242289543152,0.6459530591964722,-0.7319673299789429,0.9984785914421082,0.5178828239440918,0.6403223872184753,-0.731925368309021,0.9986723065376282,0.5320078134536743,0.6339616179466248,-0.7321919798851013,0.9985323548316956,0.43963807821273804,0.6492347717285156,-0.7137182354927063,0.998728334903717,0.4220430850982666,0.644504725933075,-0.7125164866447449,0.9987056255340576,0.40784716606140137,0.6362645626068115,-0.7124438881874084,0.998639702796936,0.5644500851631165,0.6044093370437622,-0.4834861159324646,0.9987292289733887,0.392520546913147,0.5996569991111755,-0.37414416670799255,0.9991167187690735,0.5042928457260132,0.7987523674964905,-0.6146605014801025,0.9993743896484375,0.4391799569129944,0.8046756386756897,-0.5831360816955566,0.9994623064994812
